06:52:14.578 [main] DEBUG	appLog: Program start
06:52:16.699 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: .. Registering AssociationKey : AssociationKey(table=PurchaseList, columns={course_name,student_name}) -> org.hibernate.loader.plan.build.internal.returns.EntityReturnImpl@664212ab
06:52:16.699 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting entity identifier : entities.Purchase
06:52:16.699 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.EncapsulatedEntityIdentifierDescription@2693c618
06:52:16.699 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting composite : purchaseListKey
06:52:16.699 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : course
06:52:16.699 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting attribute org.hibernate.persister.walking.internal.CompositionSingularSubAttributesHelper$1$1$1@3443e476
06:52:16.699 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing up attribute : org.hibernate.persister.walking.internal.CompositionSingularSubAttributesHelper$1$1$1@3443e476
06:52:16.700 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : student
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting attribute org.hibernate.persister.walking.internal.CompositionSingularSubAttributesHelper$1$1$1@7ccfdaef
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing up attribute : org.hibernate.persister.walking.internal.CompositionSingularSubAttributesHelper$1$1$1@7ccfdaef
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing composite : purchaseListKey
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.EncapsulatedEntityIdentifierDescription@2693c618
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finished entity identifier : entities.Purchase
06:52:16.700 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : price
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=price, type=integer [non-identifier])
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=price, type=integer [non-identifier])
06:52:16.700 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : subscriptionDate
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=subscriptionDate, type=timestamp [non-identifier])
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=subscriptionDate, type=timestamp [non-identifier])
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.EntityReturnImpl@664212ab
06:52:16.700 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Finished root entity : entities.Purchase
06:52:16.700 [main] DEBUG	o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy: Building LoadPlan...
06:52:16.700 [main] DEBUG	o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor: processing queryspace <gen:0>
06:52:16.700 [main] DEBUG	o.h.l.p.b.s.LoadPlanTreePrinter: LoadPlan(entity=entities.Purchase)
    - Returns
       - EntityReturnImpl(entity=entities.Purchase, querySpaceUid=<gen:0>, path=entities.Purchase)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=entities.Purchase)
          - SQL table alias mapping - purchase0_
          - alias suffix - 0_
          - suffixed key columns - {course_n3_1_0_, student_4_1_0_}
          - JOIN (JoinDefinedByMetadata(id)) : <gen:0> -> <gen:0>-id
             - CompositeQuerySpaceImpl(uid=<gen:0>-id)
                - SQL table alias mapping - purchase0_

06:52:16.700 [main] DEBUG	o.h.l.e.p.EntityLoader: Static select for entity entities.Purchase [READ]: select purchase0_.course_name as course_n3_1_0_, purchase0_.student_name as student_4_1_0_, purchase0_.price as price1_1_0_, purchase0_.subscription_date as subscrip2_1_0_ from PurchaseList purchase0_ where purchase0_.course_name=? and purchase0_.student_name=?
06:52:16.701 [main] DEBUG	o.h.l.Loader: Static select for action ACTION_MERGE on entity entities.Purchase: select purchase0_.course_name as course_n3_1_0_, purchase0_.student_name as student_4_1_0_, purchase0_.price as price1_1_0_, purchase0_.subscription_date as subscrip2_1_0_ from PurchaseList purchase0_ where purchase0_.course_name=? and purchase0_.student_name=?
06:52:16.701 [main] DEBUG	o.h.l.Loader: Static select for action ACTION_REFRESH on entity entities.Purchase: select purchase0_.course_name as course_n3_1_0_, purchase0_.student_name as student_4_1_0_, purchase0_.price as price1_1_0_, purchase0_.subscription_date as subscrip2_1_0_ from PurchaseList purchase0_ where purchase0_.course_name=? and purchase0_.student_name=?
06:52:16.701 [main] DEBUG	o.h.p.e.AbstractEntityPersister: Static SQL for entity: entities.Student
06:52:16.701 [main] DEBUG	o.h.p.e.AbstractEntityPersister:  Version select: select id from Students where id =?
06:52:16.701 [main] DEBUG	o.h.p.e.AbstractEntityPersister:  Snapshot select: select student_.id, student_.age as age2_2_, student_.name as name3_2_, student_.registration_date as registra4_2_ from Students student_ where student_.id=?
06:52:16.701 [main] DEBUG	o.h.p.e.AbstractEntityPersister:  Insert 0: insert into Students (age, name, registration_date, id) values (?, ?, ?, ?)
06:52:16.701 [main] DEBUG	o.h.p.e.AbstractEntityPersister:  Update 0: update Students set age=?, name=?, registration_date=? where id=?
06:52:16.701 [main] DEBUG	o.h.p.e.AbstractEntityPersister:  Delete 0: delete from Students where id=?
06:52:16.701 [main] DEBUG	o.h.p.e.AbstractEntityPersister:  Identity insert: insert into Students (age, name, registration_date) values (?, ?, ?)
06:52:16.701 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Starting root entity : entities.Student
06:52:16.701 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@a6e4897]
06:52:16.701 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.EntityReturnImpl@32f5ecc4
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: .. Registering AssociationKey : AssociationKey(table=Students, columns={id}) -> org.hibernate.loader.plan.build.internal.returns.EntityReturnImpl@32f5ecc4
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting entity identifier : entities.Student
06:52:16.702 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : age
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=age, type=integer [non-identifier])
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=age, type=integer [non-identifier])
06:52:16.702 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : courses
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=courses, type=java.util.Collection(entities.Student.courses) [non-identifier,association])
06:52:16.702 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@19bedeb8]
06:52:16.702 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1ba467c2]
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=courses, type=java.util.Collection(entities.Student.courses) [non-identifier,association])
06:52:16.702 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : name
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=name, type=string [non-identifier])
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=name, type=string [non-identifier])
06:52:16.702 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : purchases
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=purchases, type=java.util.Collection(entities.Student.purchases) [non-identifier,association])
06:52:16.702 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@63f6bed1]
06:52:16.702 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:4> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7ef8eda7]
06:52:16.702 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:4>-id -> org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl@115ca7de]
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=purchases, type=java.util.Collection(entities.Student.purchases) [non-identifier,association])
06:52:16.702 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : registrationDate
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=registrationDate, type=timestamp [non-identifier])
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=registrationDate, type=timestamp [non-identifier])
06:52:16.702 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : subscriptions
06:52:16.702 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=subscriptions, type=java.util.Collection(entities.Student.subscriptions) [non-identifier,association])
06:52:16.703 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:5> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@29fe4840]
06:52:16.703 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:6> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7f287b98]
06:52:16.703 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:6>-id -> org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl@4684240f]
06:52:16.703 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=subscriptions, type=java.util.Collection(entities.Student.subscriptions) [non-identifier,association])
06:52:16.703 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : _entities_Purchase_purchaseListKey_student
06:52:16.703 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=_entities_Purchase_purchaseListKey_student, type=component[name] [non-identifier,composition])
06:52:16.703 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:7> -> org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl@32120956]
06:52:16.703 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.CompositeAttributeFetchImpl@566f1852
06:52:16.703 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting composite : _entities_Purchase_purchaseListKey_student
06:52:16.704 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : _entities_Purchase_purchaseListKey_student.name
06:52:16.704 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting attribute Attribute(name=name, type=string [non-identifier])
06:52:16.704 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing up attribute : Attribute(name=name, type=string [non-identifier])
06:52:16.704 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing composite : _entities_Purchase_purchaseListKey_student
06:52:16.704 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.CompositeAttributeFetchImpl@566f1852
06:52:16.704 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=_entities_Purchase_purchaseListKey_student, type=component[name] [non-identifier,composition])
06:52:16.704 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.EntityReturnImpl@32f5ecc4
06:52:16.704 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Finished root entity : entities.Student
06:52:16.705 [main] DEBUG	o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy: Building LoadPlan...
06:52:16.705 [main] DEBUG	o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor: processing queryspace <gen:0>
06:52:16.705 [main] DEBUG	o.h.l.p.b.s.LoadPlanTreePrinter: LoadPlan(entity=entities.Student)
    - Returns
       - EntityReturnImpl(entity=entities.Student, querySpaceUid=<gen:0>, path=entities.Student)
          - CollectionAttributeFetchImpl(collection=entities.Student.courses, querySpaceUid=<gen:1>, path=entities.Student.courses)
             - (collection element) CollectionFetchableElementEntityGraph(entity=entities.Course, querySpaceUid=<gen:2>, path=entities.Student.courses.<elements>)
          - CollectionAttributeFetchImpl(collection=entities.Student.purchases, querySpaceUid=<gen:3>, path=entities.Student.purchases)
             - (collection element) CollectionFetchableElementEntityGraph(entity=entities.Purchase, querySpaceUid=<gen:4>, path=entities.Student.purchases.<elements>)
          - CollectionAttributeFetchImpl(collection=entities.Student.subscriptions, querySpaceUid=<gen:5>, path=entities.Student.subscriptions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=entities.Subscription, querySpaceUid=<gen:6>, path=entities.Student.subscriptions.<elements>)
          - CompositeAttributeFetchImpl(composite=entities.Student, querySpaceUid=<gen:7>, path=entities.Student._entities_Purchase_purchaseListKey_student)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=entities.Student)
          - SQL table alias mapping - student0_
          - alias suffix - 0_
          - suffixed key columns - {id1_2_0_}
          - JOIN (JoinDefinedByMetadata(_entities_Purchase_purchaseListKey_student)) : <gen:0> -> <gen:7>
             - CompositeQuerySpaceImpl(uid=<gen:7>)
                - SQL table alias mapping - student0_

06:52:16.705 [main] DEBUG	o.h.l.e.p.EntityLoader: Static select for entity entities.Student [NONE]: select student0_.id as id1_2_0_, student0_.age as age2_2_0_, student0_.name as name3_2_0_, student0_.registration_date as registra4_2_0_ from Students student0_ where student0_.id=?
06:52:16.705 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Starting root entity : entities.Student
06:52:16.705 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@91da29b]
06:52:16.705 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.EntityReturnImpl@7066363
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: .. Registering AssociationKey : AssociationKey(table=Students, columns={id}) -> org.hibernate.loader.plan.build.internal.returns.EntityReturnImpl@7066363
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting entity identifier : entities.Student
06:52:16.706 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : age
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=age, type=integer [non-identifier])
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=age, type=integer [non-identifier])
06:52:16.706 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : courses
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=courses, type=java.util.Collection(entities.Student.courses) [non-identifier,association])
06:52:16.706 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@75b38c36]
06:52:16.706 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@47248a48]
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=courses, type=java.util.Collection(entities.Student.courses) [non-identifier,association])
06:52:16.706 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : name
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=name, type=string [non-identifier])
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=name, type=string [non-identifier])
06:52:16.706 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : purchases
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=purchases, type=java.util.Collection(entities.Student.purchases) [non-identifier,association])
06:52:16.706 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@2349f14d]
06:52:16.706 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:4> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@17e0933c]
06:52:16.706 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:4>-id -> org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl@7edb6fca]
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=purchases, type=java.util.Collection(entities.Student.purchases) [non-identifier,association])
06:52:16.706 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : registrationDate
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=registrationDate, type=timestamp [non-identifier])
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=registrationDate, type=timestamp [non-identifier])
06:52:16.706 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : subscriptions
06:52:16.706 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=subscriptions, type=java.util.Collection(entities.Student.subscriptions) [non-identifier,association])
06:52:16.706 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:5> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@1dcedc93]
06:52:16.706 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:6> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@716185fe]
06:52:16.706 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:6>-id -> org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl@628b819d]
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=subscriptions, type=java.util.Collection(entities.Student.subscriptions) [non-identifier,association])
06:52:16.707 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : _entities_Purchase_purchaseListKey_student
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >> Starting attribute Attribute(name=_entities_Purchase_purchaseListKey_student, type=component[name] [non-identifier,composition])
06:52:16.707 [main] DEBUG	o.h.l.p.b.i.s.QuerySpacesImpl: Adding QuerySpace : uid = <gen:7> -> org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl@478b0739]
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Pushing fetch source to stack : org.hibernate.loader.plan.build.internal.returns.CompositeAttributeFetchImpl@2cca611f
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting composite : _entities_Purchase_purchaseListKey_student
06:52:16.707 [main] DEBUG	o.h.p.w.s.MetamodelGraphWalker: Visiting attribute path : _entities_Purchase_purchaseListKey_student.name
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: >>>> Starting attribute Attribute(name=name, type=string [non-identifier])
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing up attribute : Attribute(name=name, type=string [non-identifier])
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: <<<< Finishing composite : _entities_Purchase_purchaseListKey_student
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.CompositeAttributeFetchImpl@2cca611f
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: << Finishing up attribute : Attribute(name=_entities_Purchase_purchaseListKey_student, type=component[name] [non-identifier,composition])
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy: Popped fetch owner from stack : org.hibernate.loader.plan.build.internal.returns.EntityReturnImpl@7066363
06:52:16.707 [main] TRACE	o.h.l.p.b.i.AbstractLoadPlanBuildingAssociationVisitationStrategy:  Finished root entity : entities.Student
06:52:16.707 [main] DEBUG	o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy: Building LoadPlan...
06:52:16.707 [main] DEBUG	o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor: processing queryspace <gen:0>
06:52:16.708 [main] DEBUG	o.h.l.p.b.s.LoadPlanTreePrinter: LoadPlan(entity=entities.Student)
    - Returns
       - EntityReturnImpl(entity=entities.Student, querySpaceUid=<gen:0>, path=entities.Student)
          - CollectionAttributeFetchImpl(collection=entities.Student.courses, querySpaceUid=<gen:1>, path=entities.Student.courses)
             - (collection element) CollectionFetchableElementEntityGraph(entity=entities.Course, querySpaceUid=<gen:2>, path=entities.Student.courses.<elements>)
          - CollectionAttributeFetchImpl(collection=entities.Student.purchases, querySpaceUid=<gen:3>, path=entities.Student.purchases)
             - (collection element) CollectionFetchableElementEntityGraph(entity=entities.Purchase, querySpaceUid=<gen:4>, path=entities.Student.purchases.<elements>)
          - CollectionAttributeFetchImpl(collection=entities.Student.subscriptions, querySpaceUid=<gen:5>, path=entities.Student.subscriptions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=entities.Subscription, querySpaceUid=<gen:6>, path=entities.Student.subscriptions.<elements>)
          - CompositeAttributeFetchImpl(composite=entities.Student, querySpaceUid=<gen:7>, path=entities.Student._entities_Purchase_purchaseListKey_student)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=entities.Student)
          - SQL table alias mapping - student0_
          - alias suffix - 0_
          - suffixed key columns - {id1_2_0_}
          - JOIN (JoinDefinedByMetadata(_entities_Purchase_purchaseListKey_student)) : <gen:0> -> <gen:7>
             - CompositeQuerySpaceImpl(uid=<gen:7>)
                - SQL table alias mapping - student0_

06:52:16.708 [main] DEBUG	o.h.l.e.p.EntityLoader: Static select for entity entities.Student [READ]: select student0_.id as id1_2_0_, student0_.age as age2_2_0_, student0_.name as name3_2_0_, student0_.registration_date as registra4_2_0_ from Students student0_ where student0_.id=?
06:52:16.708 [main] DEBUG	o.h.l.Loader: Static select for action ACTION_MERGE on entity entities.Student: select student0_.id as id1_2_0_, student0_.age as age2_2_0_, student0_.name as name3_2_0_, student0_.registration_date as registra4_2_0_ from Students student0_ where student0_.id=?
06:52:16.708 [main] DEBUG	o.h.l.Loader: Static select for action ACTION_REFRESH on entity entities.Student: select student0_.id as id1_2_0_, student0_.age as age2_2_0_, student0_.name as name3_2_0_, student0_.registration_date as registra4_2_0_ from Students student0_ where student0_.id=?
06:52:16.709 [main] DEBUG	o.h.l.Loader: Static select for entity entities.Student [NONE]: select student0_.id as id1_2_0_, student0_.age as age2_2_0_, student0_.name as name3_2_0_, student0_.registration_date as registra4_2_0_ from Students student0_ where student0_.name=?
06:52:16.710 [main] DEBUG	o.h.p.e.AbstractEntityPersister: Static SQL for entity: entities.Course
06:52:16.710 [main] DEBUG	o.h.p.e.AbstractEntityPersister:  Version select: select id from Courses where id =?
06:52:16.710 [main] DEBUG	o.h.p.e.AbstractEntityPersister:  Snapshot select: select course_.id, course_.description as descript2_0_, course_.duration as duration3_0_, course_.name as name4_0_, course_.price as price5_0_, course_.price_per_hour as price_pe6_0_, course_.students_count as students7_0_, course_.teacher_id as teacher_9_0_, course_.type as type8_0_ from Courses course_ where course_.id=?
